pdbid,ligand_cluster_id,protein_cluster_id,combined_cluster_id,partition
5jpt,3628,1231,378,train
5jr2,3628,1046,378,train
5jr6,3628,1232,378,train
5js3,3628,1510,378,train
5jsq,3512,1246,346,test
5jss,3628,1510,378,train
5jt9,3628,1510,378,train
5jur,1634,1153,145,test
5juz,1924,406,168,test
5jv0,1924,406,168,test
5jv1,1924,406,168,test
5jvi,3628,1510,378,train
5jxn,3628,1510,378,train
5jy0,3628,1233,378,train
5jyp,2374,1213,204,val
5jyy,3628,923,378,train
5jz9,3628,83,378,train
5jzi,3628,568,378,train
5jzs,3628,83,378,train
5jzy,3628,188,378,train
5k0h,3628,188,378,train
5k0t,2127,89,186,val
5k1d,3628,951,378,train
5k1f,3628,951,378,train
5k1v,3628,1012,378,train
5k51,3512,1246,346,test
5k6s,3628,1305,378,train
5k7h,3628,781,378,train
5k8n,3628,1234,378,train
5k8o,3628,1234,378,train
5k8s,3628,1308,378,train
5k8v,3628,1021,378,train
5kap,3512,1246,346,test
5kau,2181,1237,191,train
5kax,2181,1235,191,train
5kbe,3628,1236,378,train
5kbf,3628,1308,378,train
5kbg,3628,1236,378,train
5kbh,3628,1236,378,train
5kbi,3628,1236,378,train
5kby,1137,254,105,test
5kde,253,1238,33,train
5kdf,253,1238,33,train
5kdr,4750,1239,438,train
5kew,2822,1240,249,val
5kez,3628,1241,378,train
5kgn,3628,1242,378,train
5kgw,3283,999,304,val
5kgx,3283,999,304,val
5khd,3628,1320,378,train
5khg,3628,1308,378,train
5khh,3628,1308,378,train
5khi,3628,1308,378,train
5khj,3628,1308,378,train
5khk,3628,1308,378,train
5kj2,5686,1243,489,train
5kk8,3628,178,378,train
5klp,3628,1244,378,train
5klr,3628,1110,378,train
5klt,3628,1110,378,train
5kly,3628,1210,378,train
5klz,3628,1210,378,train
5km0,3628,1210,378,train
5km1,3628,1210,378,train
5km2,3628,1210,378,train
5km3,3628,1210,378,train
5km5,3628,1210,378,train
5km9,3628,1210,378,train
5kma,3628,1210,378,train
5knr,3512,1246,346,test
5kns,3512,1246,346,test
5knt,3512,1246,346,test
5knv,3512,1246,346,test
5knx,3512,1246,346,test
5kqg,3539,24,355,train
5kql,3539,24,355,train
5kqy,3066,736,273,val
5kr0,3066,736,273,val
5kr1,3066,736,273,val
5kre,4838,1306,441,train
5ks7,3628,1247,378,train
5ksu,3628,179,378,train
5ksv,3628,179,378,train
5ksx,1924,406,168,test
5kxc,3628,1074,378,train
5kxi,563,1324,57,train
5kyk,3628,932,378,train
5kzp,3628,737,378,train
5l0c,3628,1249,378,train
5l0h,3628,1249,378,train
5l17,3628,923,378,train
5l26,3628,984,378,train
5l4i,3628,1322,378,train
5l4j,3628,1322,378,train
5l6i,1333,592,124,train
5l87,1849,1250,159,train
5l8a,1849,1250,159,train
5l9g,1872,840,161,train
5l9l,1872,840,161,train
5lax,3628,179,378,train
5lb7,3628,1251,378,train
5lce,3628,188,378,train
5ldk,3628,1252,378,train
5ldm,3628,1252,378,train
5ldo,3628,1252,378,train
5ldp,3628,1252,378,train
5lgp,3628,1021,378,train
5lgq,3628,1021,378,train
5lgr,3628,1021,378,train
5lgs,3628,1021,378,train
5lhu,3628,1253,378,train
5lif,3628,1510,378,train
5llg,3628,1505,378,train
5lli,1681,1307,149,test
5lne,3628,1424,378,train
5lpd,3628,188,378,train
5lpr,3628,1652,378,train
5lsh,3628,877,378,train
5lso,3628,1600,378,train
5lss,3628,1443,378,train
5lsx,3628,1443,378,train
5lsy,3628,1443,378,train
5lt6,3628,1443,378,train
5lt9,3628,1560,378,train
5lto,3628,1560,378,train
5lu2,3628,1283,378,train
5lub,5128,1257,460,train
5lvd,3628,1510,378,train
5lvf,3628,355,378,train
5lvn,3628,1254,378,train
5lwd,3628,1510,378,train
5ly1,3628,1419,378,train
5ly2,3628,1419,378,train
5ly3,3628,1259,378,train
5lyn,3628,1260,378,train
5lyr,3628,1544,378,train
5lz4,405,1227,43,test
5lz5,405,1227,43,test
5lz7,405,1227,43,test
5lz8,405,1227,43,test
5lz9,405,1227,43,test
5m04,3628,1261,378,train
5m0d,2822,1219,249,val
5m0m,2822,1219,249,val
5m0s,2822,1219,249,val
5m17,3628,1544,378,train
5m1z,3628,1262,378,train
5m23,3628,1263,378,train
5m25,3628,1263,378,train
5m28,3628,1269,378,train
5m29,0,1264,0,train
5m2q,0,1264,0,train
5m34,0,1264,0,train
5m3b,0,1264,0,train
5m4q,3591,1266,371,train
5m5d,3628,1544,378,train
5m5q,5444,1267,478,train
5m63,3628,940,378,train
5m77,3628,822,378,train
5m9d,3628,355,378,train
5m9w,3628,1510,378,train
5ma7,3628,1510,378,train
5mav,3628,1221,378,train
5mby,3591,1266,371,train
5meh,3628,49,378,train
5mek,3628,220,378,train
5mgx,3628,1268,378,train
5mi3,3628,25,378,train
5mi5,3628,1637,378,train
5mi6,3628,1637,378,train
5mi7,3628,1637,378,train
5mi9,3628,25,378,train
5mih,3628,1297,378,train
5mk1,3628,485,378,train
5mk3,3628,485,378,train
5mk9,3628,1269,378,train
5mka,3628,1269,378,train
5mkr,3628,908,378,train
5mks,3628,908,378,train
5ml2,2999,718,266,test
5ml3,2999,718,266,test
5ml4,2999,718,266,test
5ml6,2999,718,266,test
5ml8,2999,718,266,test
5mlo,3628,1221,378,train
5mlw,3628,1221,378,train
5mnr,3628,1510,378,train
5moc,3628,1283,378,train
5mqx,3628,253,378,train
5mro,532,947,52,train
5mrp,532,947,52,train
5mt4,3628,188,378,train
5mte,3569,830,363,test
5mtv,3628,1271,378,train
5mtw,3628,1272,378,train
5muc,3628,1424,378,train
5mw6,2293,1193,196,val
5mwa,3900,1273,397,train
5mwd,2293,1193,196,val
5mxf,3628,1274,378,train
5mxo,3628,1283,378,train
5myd,3628,1275,378,train
5myk,3628,940,378,train
5myo,3628,940,378,train
5myx,3628,940,378,train
5mz8,3628,712,378,train
5mzg,2423,1481,209,test
5n0f,3628,822,378,train
5n1p,3832,1276,393,train
5n1s,3628,1505,378,train
5n1x,3083,1277,276,train
5n1y,3628,568,378,train
5n24,3628,1505,378,train
5n25,3628,1505,378,train
5n2t,3628,1510,378,train
5n2x,3628,1510,378,train
5n2z,3628,1510,378,train
5n31,3628,1510,378,train
5n34,3628,1510,378,train
5n3v,3628,1510,378,train
5n3y,3628,1510,378,train
5n4s,3628,1278,378,train
5n4t,3628,1278,378,train
5n55,3628,1278,378,train
5n58,3628,1278,378,train
5n70,3628,338,378,train
5n7b,3628,940,378,train
5n7g,3628,1279,378,train
5n8v,1849,1250,159,train
5n9r,617,1521,60,val
5nai,3628,1278,378,train
5ne3,986,1581,91,test
5nf9,3628,1180,378,train
5nfa,3628,1180,378,train
5nfb,3628,1180,378,train
5nin,3628,348,378,train
5niy,3628,1459,378,train
5nkk,3628,1280,378,train
5nme,3628,737,378,train
5nmf,3628,737,378,train
5nmg,3628,737,378,train
5nn4,3628,1209,378,train
5nn5,3628,1209,378,train
5nne,3628,1168,378,train
5npb,3628,1209,378,train
5npr,3628,1576,378,train
5nps,3628,1576,378,train
5nqe,3471,1258,335,train
5nvv,1681,1307,149,test
5nvw,1681,1307,149,test
5nvx,1681,1307,149,test
5nvy,1681,1307,149,test
5nvz,1681,1307,149,test
5nw0,1681,1307,149,test
5nw1,1681,1307,149,test
5nw2,1681,1307,149,test
5nw7,3589,1281,370,test
5nw8,3628,1254,378,train
5nwh,4953,1282,450,train
5nwi,3628,1283,378,train
5nwk,3628,1283,378,train
5nx2,4534,1284,428,train
5nx9,3628,1285,378,train
5nxg,3628,1505,378,train
5nxi,3628,1505,378,train
5nxo,3628,1505,378,train
5nxp,3628,1505,378,train
5nxq,3846,1202,395,train
5ny3,3628,1505,378,train
5nya,3628,1505,378,train
5nyz,3628,306,378,train
5nz2,3628,306,378,train
5nzm,4980,1286,452,test
5o0e,3628,1254,378,train
5o0j,3628,1288,378,train
5o0s,1103,1302,102,train
5o1a,2300,1289,197,val
5o1b,2300,1289,197,val
5o1c,2300,1289,197,val
5o1d,2300,1289,197,val
5o1e,2300,1289,197,val
5o1f,2300,1289,197,val
5o1g,2300,1289,197,val
5o1h,2300,1289,197,val
5o22,5720,1290,492,train
5o3q,3628,1582,378,train
5o3r,3628,1582,378,train
5o45,3628,1291,378,train
5o4y,3628,1291,378,train
5o4z,3628,300,378,train
5o58,3628,300,378,train
5o7e,3628,1292,378,train
5o7n,3628,1278,378,train
5o9o,3628,1293,378,train
5o9p,3628,1293,378,train
5o9q,3628,1293,378,train
5o9r,3628,1293,378,train
5o9y,3628,1293,378,train
5oa2,3628,1293,378,train
5oa6,3628,1293,378,train
5oah,3628,1109,378,train
5oaj,3628,1550,378,train
5oax,3628,1180,378,train
5obj,3628,1254,378,train
5obr,3628,1254,378,train
5ocj,5711,1294,491,train
5od1,3742,1295,385,train
5ods,3628,488,378,train
5odu,3628,1297,378,train
5ody,3628,1180,378,train
5oei,3628,1296,378,train
5of0,3628,1064,378,train
5ofu,3628,407,378,train
5ofx,3628,1297,378,train
5ogk,3628,1298,378,train
5ogl,2787,1299,245,val
5oht,3628,1209,378,train
5ohy,3628,1209,378,train
5oje,3628,338,378,train
5ok3,3628,1254,378,train
5ok6,3628,1300,378,train
5oku,3628,1296,378,train
5ol3,3628,1254,378,train
5olk,3628,1301,378,train
5org,3628,1520,378,train
5os5,3628,1254,378,train
5ot8,3628,1520,378,train
5ot9,3628,1520,378,train
5ota,3628,1520,378,train
5otc,3628,1520,378,train
5oua,3628,1254,378,train
5ous,3628,1254,378,train
5ovc,3628,1493,378,train
5ovp,3628,1493,378,train
5ovv,3628,1493,378,train
5owf,3628,1520,378,train
5oxk,3628,1529,378,train
5oxl,3628,1529,378,train
5oxm,3628,1529,378,train
5oxn,3628,1529,378,train
5oy3,3628,1498,378,train
5oyd,3628,163,378,train
5qa4,3628,1054,378,train
5qa5,3628,1054,378,train
5qa6,3628,1054,378,train
5qa7,3628,1054,378,train
5qa8,3628,1054,378,train
5qa9,3628,1054,378,train
5qaa,3628,1054,378,train
5qab,3628,1054,378,train
5qac,3628,1054,378,train
5qad,3628,1054,378,train
5qae,3628,1054,378,train
5qaf,3628,1054,378,train
5qag,3628,1054,378,train
5qai,3628,1054,378,train
5qaj,3628,1054,378,train
5qak,3628,1054,378,train
5qal,3628,1054,378,train
5qam,3628,1054,378,train
5qan,3628,1054,378,train
5qao,3628,1054,378,train
5qap,3628,1054,378,train
5qaq,3628,1054,378,train
5qar,3628,1054,378,train
5qas,3628,1054,378,train
5qat,3628,1054,378,train
5qau,3628,1054,378,train
5qav,3628,1054,378,train
5qaw,3628,1054,378,train
5qax,3628,1054,378,train
5qay,3628,1054,378,train
5qaz,3628,1054,378,train
5qb0,3628,1054,378,train
5qb1,3628,1054,378,train
5qb2,3628,1054,378,train
5qb3,3628,1054,378,train
5sve,3628,628,378,train
5svi,3628,1304,378,train
5svk,3628,1162,378,train
5svl,3628,1162,378,train
5svx,3628,1304,378,train
5svy,3628,1304,378,train
5svz,3628,1110,378,train
5swf,3628,1305,378,train
5sxm,3628,1263,378,train
5sz0,3628,1505,378,train
5sz1,3628,1505,378,train
5sz2,3628,1505,378,train
5sz3,3628,1505,378,train
5sz4,3628,1505,378,train
5sz5,3628,1505,378,train
5sz6,3628,1505,378,train
5sz7,3628,1505,378,train
5szb,3628,349,378,train
5szc,3628,349,378,train
5t1i,3628,62,378,train
5t1k,3628,737,378,train
5t1l,3628,737,378,train
5t1m,3628,737,378,train
5t2p,4424,1361,415,train
5t2t,1259,1256,120,test
5t2y,4956,1319,451,val
5t35,1681,1307,149,test
5t3n,3628,1308,378,train
5t4b,1137,254,105,test
5t4e,1137,254,105,test
5t4f,1137,254,105,test
5t4h,1137,254,105,test
5t52,3628,1074,378,train
5t54,3628,1074,378,train
5t6f,3628,895,378,train
5t6g,3628,895,378,train
5t6j,3628,1309,378,train
5t6p,3628,940,378,train
5t6z,3628,737,378,train
5t70,3628,737,378,train
5t78,3628,940,378,train
5t7s,3628,1180,378,train
5t8r,3628,349,378,train
5t90,3628,1550,378,train
5tbj,3628,1021,378,train
5tbn,3628,349,378,train
5tcy,3628,1109,378,train
5td7,3628,1151,378,train
5tdb,3628,650,378,train
5tdr,3628,349,378,train
5tdw,3628,349,378,train
5teg,3628,1443,378,train
5tgc,3628,1310,378,train
5th2,3628,737,378,train
5tha,3628,1312,378,train
5thi,3628,1505,378,train
5thj,3628,1505,378,train
5tho,3628,620,378,train
5tig,3628,1313,378,train
5tkj,3628,737,378,train
5tkk,3628,940,378,train
5tmn,3628,1510,378,train
5tpb,3628,1314,378,train
5tpc,3628,1314,378,train
5tq1,3628,279,378,train
5tqs,3628,279,378,train
5trg,3628,620,378,train
5trr,3628,620,378,train
5trs,3628,620,378,train
5try,3628,620,378,train
5ts0,3628,620,378,train
5ttw,3628,607,378,train
5tv1,3628,1316,378,train
5tw2,3628,737,378,train
5tw3,813,630,71,test
5tw5,3628,737,378,train
5twg,3628,1317,378,train
5twh,3628,1317,378,train
5twj,3628,1318,378,train
5tyi,3628,1152,378,train
5tyr,3066,736,273,val
5tys,3066,736,273,val
5tzd,3628,1320,378,train
5tzf,3628,1320,378,train
5tzg,3628,1320,378,train
5tzo,4306,1321,413,val
5u06,3628,1152,378,train
5u1q,3628,1152,378,train
5u2j,3628,1609,378,train
5u3b,1819,1144,156,val
5u48,3628,1322,378,train
5u49,3628,1322,378,train
5u4a,3628,1322,378,train
5u4b,3628,1322,378,train
5u4c,3628,1322,378,train
5u4d,3628,1322,378,train
5u4e,3628,1322,378,train
5u4f,3628,1322,378,train
5u4g,3628,1322,378,train
5u6k,3628,739,378,train
5u98,3628,568,378,train
5u9i,2784,1338,243,train
5uac,15,557,5,test
5uah,15,557,5,test
5ual,15,557,5,test
5ufc,3628,1325,378,train
5uff,3628,1325,378,train
5ugh,5345,165,472,train
5ujv,1390,1328,128,val
5ul5,957,1019,89,val
5ul6,3628,455,378,train
5ulg,957,1019,89,val
5uln,3628,1505,378,train
5ulp,3628,393,378,train
5ult,3066,736,273,val
5umw,1220,1326,115,val
5umx,1220,1326,115,val
5umz,3628,1110,378,train
5unj,3628,1004,378,train
5uov,3066,736,273,val
5upz,3066,736,273,val
5urj,5675,1329,486,train
5usf,3628,1330,378,train
5uv1,2785,1332,244,val
5uv2,2785,1332,244,val
5uwi,3628,1333,378,train
5uwj,3628,1333,378,train
5uwp,3628,1333,378,train
5uxf,3628,474,378,train
5uxm,3628,1334,378,train
5uxn,3628,1334,378,train
5v0n,3628,338,378,train
5v1d,3628,1336,378,train
5v1y,3628,1446,378,train
5v2l,3628,829,378,train
5v2p,3628,1337,378,train
5v2q,3628,1337,378,train
5v35,2784,1338,243,train
5v3o,819,815,73,train
5v3r,3628,485,378,train
5v3x,1182,1339,110,test
5v3y,1182,1339,110,test
5v40,1182,1339,110,test
5v41,1182,1339,110,test
5v42,1182,1339,110,test
5v4b,3628,1263,378,train
5v4q,3628,582,378,train
5v5d,1375,979,127,val
5v5e,1375,979,127,val
5v5o,3628,1110,378,train
5v6u,3628,176,378,train
5v6y,3628,1269,378,train
5v7i,548,27,54,test
5va9,3628,1241,378,train
5vb9,3628,1341,378,train
5vdo,3628,1157,378,train
5vdp,3628,1157,378,train
5vdq,3628,1157,378,train
5vdr,3628,1157,378,train
5vds,3628,1157,378,train
5vdt,3628,1157,378,train
5vfj,3628,250,378,train
5vfm,3628,250,378,train
5vfn,3628,250,378,train
5vh0,3766,1342,387,train
5vk0,3628,1374,378,train
5vkm,3628,1343,378,train
5vl2,3628,914,378,train
5vlh,3628,1649,378,train
5vlk,3628,1649,378,train
5vll,3628,1649,378,train
5vlp,3628,1649,378,train
5vm0,3628,914,378,train
5vm6,3628,914,378,train
5vnb,3628,1344,378,train
5voj,1898,277,164,test
5vp9,1898,277,164,test
5vqe,3628,1345,378,train
5vqi,3628,1110,378,train
5vqq,813,630,71,test
5vqr,813,630,71,test
5vqs,813,630,71,test
5vqt,813,630,71,test
5vqu,813,630,71,test
5vqv,813,630,71,test
5vqw,813,630,71,test
5vqx,813,630,71,test
5vqy,813,630,71,test
5vqz,813,630,71,test
5vr8,3628,669,378,train
5vs6,617,1521,60,val
5vsj,3628,1346,378,train
5vt4,3628,1346,378,train
5vtb,3628,996,378,train
5vwi,3628,1196,378,train
5vwk,3628,1196,378,train
5vzu,3628,1347,378,train
5vzy,3628,940,378,train
5w10,3628,1348,378,train
5w12,3628,951,378,train
5w13,3628,951,378,train
5w14,3628,951,378,train
5w19,1402,1349,130,val
5w1e,3628,1350,378,train
5w1v,3628,737,378,train
5w1w,3628,737,378,train
5w38,3628,1323,378,train
5w3i,972,942,90,val
5w44,972,942,90,val
5w4e,3628,1110,378,train
5w4s,3628,1436,378,train
5w5s,3628,1073,378,train
5w5u,3628,1073,378,train
5w6i,3628,1073,378,train
5w6r,3628,1073,378,train
5w6t,3628,1073,378,train
5w6u,3628,1073,378,train
5w73,972,942,90,val
5w7i,3628,1186,378,train
5w7j,3628,1186,378,train
5w7u,972,942,90,val
5w7x,3628,1351,378,train
5w8v,3512,1246,346,test
5w92,972,942,90,val
5w94,3628,1352,378,train
5w9g,972,942,90,val
5wa1,3628,485,378,train
5wa4,3628,1353,378,train
5wa6,972,942,90,val
5wa7,972,942,90,val
5wa8,3628,1210,378,train
5wa9,3628,1210,378,train
5wae,3628,951,378,train
5wap,972,942,90,val
5wb3,972,942,90,val
5wbf,3628,1354,378,train
5wbk,3628,1355,378,train
5wbl,3628,1355,378,train
5wcm,3628,1356,378,train
5wdc,972,942,90,val
5wdl,3628,1357,378,train
5wdw,972,942,90,val
5we9,972,942,90,val
5web,972,942,90,val
5wef,972,942,90,val
5wei,972,942,90,val
5wej,3628,895,378,train
5wep,139,122,21,test
5wew,139,122,21,test
5wex,3628,1505,378,train
5wf3,972,942,90,val
5wf7,815,1255,72,train
5wfd,815,1255,72,train
5wfm,972,942,90,val
5wfw,972,942,90,val
5wfz,972,942,90,val
5wg6,815,1255,72,train
5wg9,972,942,90,val
5wgd,3628,44,378,train
5wgq,3628,44,378,train
5wii,3628,1358,378,train
5wio,3628,1358,378,train
5wip,3628,1358,378,train
5wir,3628,1372,378,train
5wj6,2374,1213,204,val
5wkf,3628,737,378,train
5wkh,3628,737,378,train
5wkl,3628,1104,378,train
5wkm,3628,1104,378,train
5wl0,1634,1153,145,test
5wle,3628,349,378,train
5wlg,3628,737,378,train
5wlo,3066,736,273,val
5wlt,3628,1505,378,train
5wlv,3628,1505,378,train
5wou,3628,1196,378,train
5wp5,3628,848,378,train
5wpb,3428,1442,327,val
5wqd,3628,532,378,train
5wqk,3156,1360,286,train
5wrs,3628,1362,378,train
5wtt,3628,940,378,train
5wxf,3628,188,378,train
5wxg,3628,349,378,train
5wxh,3628,349,378,train
5wxo,3628,188,378,train
5wyq,3628,1419,378,train
5wyr,3628,1419,378,train
5wzr,3628,1363,378,train
5x13,3628,1364,378,train
5x4p,2293,1193,196,val
5x4q,2293,1193,196,val
5x5g,986,1365,91,test
5x62,3628,1382,378,train
5x9h,3628,1366,378,train
5xbt,3628,1368,378,train
5xg5,3628,1369,378,train
5xgl,3628,1550,378,train
5xhz,3628,455,378,train
5xig,1430,1340,134,train
5xih,1430,1340,134,train
5xii,1430,1340,134,train
5xjm,3628,940,378,train
5xmp,548,27,54,test
5xmr,548,27,54,test
5xms,548,27,54,test
5xmt,548,27,54,test
5xmu,548,27,54,test
5xmv,548,27,54,test
5xn3,3628,1460,378,train
5xo2,3628,1370,378,train
5xof,3628,1370,378,train
5xp7,3628,1254,378,train
5xs8,3628,229,378,train
5xup,3628,1372,378,train
5xvu,3628,893,378,train
5xvw,3628,1377,378,train
5xw6,3628,1162,378,train
5xwr,3628,996,378,train
5xxf,3628,1373,378,train
5xxk,3628,1374,378,train
5xyf,3628,1375,378,train
5y1u,3628,996,378,train
5y20,3628,349,378,train
5y21,3628,1377,378,train
5y24,3628,1409,378,train
5y53,3628,1377,378,train
5y59,3628,1378,378,train
5y5w,3628,876,378,train
5y61,3628,1148,378,train
5y62,3628,1148,378,train
5y6f,3628,1379,378,train
5y6g,3628,1379,378,train
5y6k,5142,1380,461,train
5y7w,3628,1381,378,train
5y97,3628,156,378,train
5ybe,3628,749,378,train
5ybi,3628,1407,378,train
5yc1,3628,97,378,train
5yc2,3628,1413,378,train
5yc3,3628,349,378,train
5yc4,3628,349,378,train
5yco,3628,1221,378,train
5yf1,3628,1382,378,train
5yfs,3628,1383,378,train
5yft,3628,1383,378,train
5yfz,548,27,54,test
5yg2,548,27,54,test
5yg3,548,27,54,test
5yg4,548,27,54,test
5ygd,3628,800,378,train
5ygf,3628,800,378,train
5yh8,3628,1384,378,train
5yhe,3628,1384,378,train
5yhg,3628,1384,378,train
5yij,3628,1385,378,train
5yjy,493,1387,49,train
5ylj,2735,1367,233,train
5yls,2735,1367,233,train
5ymx,3628,1388,378,train
5yof,3628,1406,378,train
5yp6,3628,44,378,train
5ypo,3628,763,378,train
5ypp,3628,1389,378,train
5ypw,3628,1389,378,train
5ypy,3628,1389,378,train
5yqw,3628,1384,378,train
5ytu,3628,1390,378,train
5yum,3628,1389,378,train
5yun,3275,1391,303,test
5yv5,3628,1392,378,train
5yvt,3628,1393,378,train
5yvx,3628,1304,378,train
5ywg,607,182,58,train
5yy4,3628,914,378,train
5yy9,3628,1371,378,train
5yyb,3628,1384,378,train
5yyf,3628,1344,378,train
5yyz,3628,1394,378,train
5yz2,3628,1395,378,train
5yzc,3793,1396,390,train
5z1c,3628,188,378,train
5z5f,3628,538,378,train
5z66,1724,330,152,train
5z68,3628,1397,378,train
5z7b,3628,1364,378,train
5z99,3628,1384,378,train
5za1,3628,44,378,train
5zbz,271,1398,35,train
5zcu,2919,616,259,train
5zdb,3628,1399,378,train
5zdc,3628,1399,378,train
5zdd,3628,1399,378,train
5zde,3628,1399,378,train
5zdf,3628,1399,378,train
5zdg,3628,1399,378,train
5zef,3628,1401,378,train
5zgg,4036,1402,404,train
5zh2,875,513,80,test
5zh3,875,513,80,test
5zh4,875,513,80,test
5zh5,875,513,80,test
5zhj,3628,1419,378,train
5zia,3628,940,378,train
5zjy,3628,638,378,train
5zjz,3628,638,378,train
5zk5,3628,638,378,train
5zk7,3628,638,378,train
5zk9,3628,638,378,train
5zku,2600,1403,221,train
5zla,2600,1403,221,train
5zma,4996,1404,455,train
5zml,3628,638,378,train
5zmq,3628,1406,378,train
5zms,3628,1406,378,train
5znp,3628,1405,378,train
5znr,3628,1405,378,train
5zo7,3489,764,339,test
5zo8,3489,764,339,test
5zo9,3489,764,339,test
5zob,3628,1406,378,train
5zoo,3628,1151,378,train
5zop,3628,1151,378,train
5zt1,3628,1407,378,train
5ztn,3628,893,378,train
5zu0,3628,1408,378,train
5zuj,3628,97,378,train
5zvw,3628,1409,378,train
5zw6,3628,1409,378,train
5zxk,2785,1410,244,val
5zyg,791,1557,70,test
5zyh,791,1557,70,test
5zyi,791,1557,70,test
5zyj,791,1557,70,test
5zyk,791,1557,70,test
5zyl,791,1557,70,test
5zym,791,1557,70,test
5zys,3628,1196,378,train
5zzw,3628,1408,378,train
6a03,3628,844,378,train
6a04,3628,844,378,train
6a05,3628,844,378,train
6a06,3628,844,378,train
6a30,3628,1411,378,train
6a5e,3628,1412,378,train
6a6w,3628,1413,378,train
6a73,3628,1414,378,train
6a80,3628,1520,378,train
6a87,3628,1415,378,train
6a8g,3628,188,378,train
6a8n,3628,188,378,train
6a9c,3628,455,378,train
6aao,3628,1416,378,train
6aaq,3628,1416,378,train
6abk,3628,1416,378,train
6abp,3628,1653,378,train
6aec,3628,1561,378,train
6aee,3628,737,378,train
6aeh,3628,1561,378,train
6af9,2573,1418,216,test
6afa,2573,1418,216,test
6afc,2573,1418,216,test
6afd,2573,1418,216,test
6afe,2573,1418,216,test
6aff,2573,1418,216,test
6agg,3454,1420,330,val
6agp,3628,932,378,train
6ahi,3628,1421,378,train
6ai9,2686,1422,229,test
6ajh,831,1423,76,train
6ajr,686,199,63,train
6ajv,3628,1168,378,train
6ajx,3628,1168,378,train
6ajy,3628,1168,378,train
6ak5,3628,1561,378,train
6ak6,3628,1561,378,train
6aox,3628,1424,378,train
6aoy,3628,1424,378,train
6ap6,3628,910,378,train
6ap7,3628,910,378,train
6ap8,3628,910,378,train
6apr,3628,338,378,train
6aps,3512,1246,346,test
6apt,3512,1246,346,test
6apu,3512,1246,346,test
6apv,3512,1246,346,test
6apz,3628,1462,378,train
6aqo,3512,1246,346,test
6ar2,3628,1425,378,train
6ar4,363,1426,38,train
6ar9,3512,1246,346,test
6arm,3628,1424,378,train
6arn,3628,1424,378,train
6aro,3628,1424,378,train
6as8,3628,1424,378,train
6asz,3628,62,378,train
6at0,3628,62,378,train
6atv,3628,455,378,train
6au5,3628,737,378,train
6avi,3628,44,378,train
6ax1,2035,1434,180,train
6axb,3628,1462,378,train
6axj,3628,1344,378,train
6axk,3628,737,378,train
6axl,3628,737,378,train
6axp,3628,737,378,train
6axq,3628,1168,378,train
6ayh,3628,781,378,train
6ayi,3628,781,378,train
6ayn,3628,737,378,train
6ayo,3272,1427,302,test
6ayq,3272,1427,302,test
6ayr,3272,1427,302,test
6ays,3272,1427,302,test
6ayt,3272,1427,302,test
6azk,3628,737,378,train
6azl,3628,737,378,train
6b1f,986,1581,91,test
6b1h,986,1581,91,test
6b1j,986,1581,91,test
6b1w,986,1581,91,test
6b1x,986,1581,91,test
6b1y,986,1581,91,test
6b27,3628,455,378,train
6b4h,3628,1428,378,train
6b4n,3066,736,273,val
6b5m,3628,940,378,train
6b5o,3628,940,378,train
6b5r,3628,737,378,train
6b5t,3628,737,378,train
6ba7,3628,1462,378,train
6bau,3628,380,378,train
6bcr,3628,1283,378,train
6bcy,3628,1283,378,train
6bd1,3628,1283,378,train
6bdy,3628,1429,378,train
6beb,15,1430,5,test
6bec,15,1430,5,test
6bed,15,1430,5,test
6bee,15,1430,5,test
6bef,15,1430,5,test
6beh,15,1430,5,test
6bgg,3628,376,378,train
6bgu,2117,1174,185,val
6bgv,2117,1174,185,val
6bgw,2117,1174,185,val
6bgx,2117,1174,185,val
6bgy,2117,1174,185,val
6bgz,2117,1174,185,val
6bh0,2117,1174,185,val
6bh1,2117,1174,185,val
6bh5,2117,1174,185,val
6bh8,3628,1431,378,train
6bhd,3628,1432,378,train
6bhe,3628,1432,378,train
6bhh,3628,1432,378,train
6bhi,3628,1432,378,train
6bij,3628,179,378,train
6bil,3628,179,378,train
6bin,3628,179,378,train
6bir,3628,179,378,train
6biv,3628,179,378,train
6bix,3628,179,378,train
6biy,3628,179,378,train
6biz,3628,179,378,train
6bj2,3628,737,378,train
6bj3,3628,737,378,train
6bkx,547,1433,53,train
6bl1,547,1433,53,train
6bl2,547,1433,53,train
6bm5,3628,1429,378,train
6bm6,3628,1429,378,train
6bmi,3628,380,378,train
6bnh,3628,376,378,train
6bnk,3628,737,378,train
6bnl,3628,737,378,train
6bnt,3628,894,378,train
6bqk,1898,277,164,test
6bs3,3628,1435,378,train
6bs4,3628,1435,378,train
6bs5,3628,1435,378,train
6bto,2978,164,264,train
6bu0,3628,1436,378,train
6bu1,3628,1462,378,train
6bvh,3628,188,378,train
6bw3,3628,996,378,train
6bw4,3628,996,378,train
6bw5,3628,1437,378,train
6bxy,1362,883,125,val
6by8,1362,883,125,val
6byk,3628,1283,378,train
6c28,3628,1135,378,train
6c3u,139,122,21,test
6c4u,3628,1394,378,train
6c5f,3628,1439,378,train
6c5h,3628,940,378,train
6c5j,3628,940,378,train
6c5k,3628,940,378,train
6c67,3628,1440,378,train
6c6o,3628,1462,378,train
6c7w,3628,1505,378,train
6c7x,3628,1505,378,train
6c8x,3066,736,273,val
